id name Class Instance Module Pack Group
20F8 buff_Object_Drink_Tea_Earl Buff buff buffs.buff  
20FA object_drink_Tea_Earl GameObject object objects.game_object  
20FB object_Canvas_large GameObject object objects.game_object  
20FD object_drink_Tea_Chamomile GameObject object objects.game_object  
2105 LicenseSong_Piano LootActions action interactions.utils.loot  
2106 LicenseSong_Violin LootActions action interactions.utils.loot  
2107 si_WoodworkingTable_ScrapWoodwork SuperInteraction interaction interactions.base.super_interaction  
2108 Loot_Woodwork_Progress_Standard LootActions action interactions.utils.loot  
210D filter_NotInHousehold TunableSimFilter sim_filter filters.tunable  
210E filter_IsNotBusy_NoGhosts TunableSimFilter sim_filter filters.tunable  
210F filter_IsNotResident TunableSimFilter sim_filter filters.tunable  
2184 Buff_Object_Rocketship_EscapedCrash Buff buff buffs.buff  
2185 Buff_Object_Rocketship_ExploredSpace Buff buff buffs.buff  
2187 Buff_Object_Rocketship_JoinedTheFiftyMileHighClub Buff buff buffs.buff  
2188 Buff_Object_Rocketship_FiftyMileHighClub Buff buff buffs.buff  
218D loot_JungleGymBoat LootActions action interactions.utils.loot  
218F loot_ObjectReward_RocketShip_Woohoo LootActions action interactions.utils.loot  
2192 loot_ObjectReward_RocketShip_Crash LootActions action interactions.utils.loot  
2193 loot_ObjectReward_RocketShip_Land LootActions action interactions.utils.loot  
2194 buff_Object_JungleGymBoat_Playful Buff buff buffs.buff  
21A0 loot_JungleGymBoat_Slide LootActions action interactions.utils.loot  
21A4 Trait_Hidden_JoinedFiftyMileHighClub Trait trait traits.traits  
21A6 loot_JungleGymRocketShip LootActions action interactions.utils.loot  
21A7 buff_Object_JungleGymRocketShip_Playful Buff buff buffs.buff  
21A9 al_Pot_OptionalActions AffordanceList snippet snippets  
21AD Angry_Essence_Loot LootActions action interactions.utils.loot  
21AE Bored_Essence_Loot LootActions action interactions.utils.loot  
21AF Confident_Essence_Loot LootActions action interactions.utils.loot  
21B0 Embarrassed_Essence_Loot LootActions action interactions.utils.loot  
21B1 Energized_Essence_Loot LootActions action interactions.utils.loot  
21B2 Flirty_Essence_Loot LootActions action interactions.utils.loot  
21B3 Focused_Essence_Loot LootActions action interactions.utils.loot  
21B4 Happy_Essence_Loot LootActions action interactions.utils.loot  
21B5 Inspired_Essence_Loot LootActions action interactions.utils.loot  
21B6 Playful_Essence_Loot LootActions action interactions.utils.loot  
21B7 Sad_Essence_Loot LootActions action interactions.utils.loot  
21B8 Stressed_Essence_Loot LootActions action interactions.utils.loot  
21B9 Uncomfortable_Essence_Loot LootActions action interactions.utils.loot  
21BB Cowplant_PlayWith_Loot LootActions action interactions.utils.loot  
21C3 loot_Commodity_Motive_Baby_Social_Standard LootActions action interactions.utils.loot  
21C4 loot_JungleGym_Adult LootActions action interactions.utils.loot  
21C9 baby_CooAt SuperInteraction interaction interactions.base.super_interaction  
21CA death_Electrocution DeathSuperInteraction interaction interactions.utils.death_interactions  
21CD object_GardeningFruit_Cowplant GameObject object objects.game_object  
21DA Cowplant_Essence_Buff_Angry Buff buff buffs.buff  
21DB Cowplant_Essence_Buff_Bored Buff buff buffs.buff  
21DC Cowplant_Essence_Buff_Confident Buff buff buffs.buff  
21DD Cowplant_Essence_Buff_Embarrassed Buff buff buffs.buff  
21DF Cowplant_Essence_Buff_Energized Buff buff buffs.buff  
21E0 Cowplant_Essence_Buff_Flirty Buff buff buffs.buff  
21E1 Cowplant_Essence_Buff_Focused Buff buff buffs.buff  
21E2 Cowplant_Essence_Buff_Happy Buff buff buffs.buff  
21E3 Cowplant_Essence_Buff_Inspired Buff buff buffs.buff  
21E4 Cowplant_Essence_Buff_Playful Buff buff buffs.buff  
21E5 Cowplant_Essence_Buff_Sad Buff buff buffs.buff  
21E6 Cowplant_Essence_Buff_Sloshed Buff buff buffs.buff  
21E7 Cowplant_Essence_Buff_Stressed Buff buff buffs.buff  
21E8 Cowplant_Essence_Buff_Uncomfortable Buff buff buffs.buff  
21EE buff_Death_Electrocution_Warning Buff buff buffs.buff  
21F0 recipe_Woodwork_Chair1 Recipe recipe crafting.recipe  
2204 Idle_WeakKnees MixerInteraction interaction interactions.base.mixer_interaction  
2208 Idle_HandOnChin MixerInteraction interaction interactions.base.mixer_interaction  
221F ClayBlobShape_Bunny ObjectStateValue object_state objects.components.state  
2220 ClayBlobShape_Grid ObjectStateValue object_state objects.components.state  
2221 ClayBlobShape_Bust ObjectStateValue object_state objects.components.state  
2222 ClayBlobShape_Stalks ObjectStateValue object_state objects.components.state  
2225 ClayBlobShape_Tower ObjectStateValue object_state objects.components.state  
2226 ClayBlobShape_Ripped ObjectStateValue object_state objects.components.state  
2228 ClayBlobShape_Geometric ObjectStateValue object_state objects.components.state  
222D PostureIdle_Stand AnimationElement animation animation.animation_element  
2233 ClayBlob_Bunny LootActions action interactions.utils.loot  
2234 ClayBlob_Bust LootActions action interactions.utils.loot  
2235 ClayBlob_Geometric LootActions action interactions.utils.loot  
2236 ClayBlob_Grid LootActions action interactions.utils.loot  
2237 ClayBlob_Ripped LootActions action interactions.utils.loot  
2238 ClayBlob_Stalks LootActions action interactions.utils.loot  
2239 ClayBlob_Tower LootActions action interactions.utils.loot  
2248 commodity_Gardening_Aggregate Commodity statistic statistics.commodity  
2254 ClayBlobShape_Bowl ObjectStateValue object_state objects.components.state  
2256 ClayBlob_Bowl LootActions action interactions.utils.loot  
2257 loot_$100 LootActions action interactions.utils.loot  
2258 loot_$200 LootActions action interactions.utils.loot  
2259 loot_$300 LootActions action interactions.utils.loot  
225A PlantAggregateStatus CommodityBasedObjectState object_state objects.components.state  
225D PlantStatusAggregate_0_Bad CommodityBasedObjectStateValue object_state objects.components.state  
225E PlantStatusAggregate_2_Good CommodityBasedObjectStateValue object_state objects.components.state  
2260 StaticCommodity_UseTablet StaticCommodity scommodity statistics.static_commodity  
2262 family_Target_IsBrotherSisterOf_Actor RelationshipBit relbit relationships.relationship_bit  
2265 family_Target_IsSonOrDaughterOf_Actor RelationshipBit relbit relationships.relationship_bit  
2267 family_Target_IsGrandchildOf_Actor RelationshipBit relbit relationships.relationship_bit  
2268 family_Target_IsGrandparentOf_Actor RelationshipBit relbit relationships.relationship_bit  
2269 family_Target_IsParentOf_Actor RelationshipBit relbit relationships.relationship_bit  
226C living_roommate RelationshipBit relbit relationships.relationship_bit  
2278 family_Target_IsStepsiblingOf_Actor RelationshipBit relbit relationships.relationship_bit  
227A family_Target_IsCousinOf_Actor RelationshipBit relbit relationships.relationship_bit  
227D family_Target_IsAuntUncleOf_Actor RelationshipBit relbit relationships.relationship_bit  
228F buff_SmallSleepDesire Buff buff buffs.buff  
22A7 goal_CraftDessert SituationGoalCraftObject situation_goal situations.situation_goal_craft_object  
22A8 Goal_CraftGreatFood SituationGoalCraftObject situation_goal situations.situation_goal_craft_object  
22AC buff_Sim_IsTalking Buff buff buffs.buff  
22C0 objective_Asp_Food_A1_1 Objective objective event_testing.objective_tuning  
22C2 commodity_Motive_Role_WeddingGuest Commodity statistic statistics.commodity  
22C5 commodity_Motive_Role_EatOneSliceOfCake Commodity statistic statistics.commodity  
22C6 loot_Commodity_Motive_Cake LootActions action interactions.utils.loot  
22C8 buff_LargeSleepDesire Buff buff buffs.buff  
22C9 StaticCommodity_LargeSleepDesire StaticCommodity scommodity statistics.static_commodity  
22D7 objective_Asp_Food_A2_3 Objective objective event_testing.objective_tuning  
22DA objective_Asp_Food_B1_2 Objective objective event_testing.objective_tuning  
22DB objective_Asp_Food_B1_1 Objective objective event_testing.objective_tuning  
22E3 pieMenuCategory_BabyFeed PieMenuCategory pie_menu_category interactions.pie_menu_category  
22E4 loot_Repair_Death_Electrocution_Periodic LootActions action interactions.utils.loot  
22E7 Commodity_Death_Electrocution_Tracker Commodity statistic statistics.commodity  
22E8 loot_Death_Electrocution_Outcome LootActions action interactions.utils.loot  
22EA Commodity_Death_Electrocution Commodity statistic statistics.commodity  
22EF babyAsleep_Asleep CommodityBasedObjectStateValue object_state objects.components.state  
22F0 babyAsleep_Awake CommodityBasedObjectStateValue object_state objects.components.state  
22F1 Baby_Asleep CommodityBasedObjectState object_state objects.components.state  
22F3 commodity_Motive_Baby_Distraction Commodity statistic statistics.commodity  
22F5 babyDistraction_Distracted CommodityBasedObjectStateValue object_state objects.components.state  
22F6 babyDistraction_Normal CommodityBasedObjectStateValue object_state objects.components.state  
22F7 baby_state_Distraction CommodityBasedObjectState object_state objects.components.state  
22F8 loot_Commodity_Motive_Baby_Distraction_Max LootActions action interactions.utils.loot  
22FD objective_Asp_Food_A2_1 Objective objective event_testing.objective_tuning  
22FE objective_Asp_Food_A2_2 Objective objective event_testing.objective_tuning  
22FF objective_Asp_Food_B2_1 Objective objective event_testing.objective_tuning  
2300 objective_Asp_Food_B3_2 Objective objective event_testing.objective_tuning  
2301 objective_Asp_Food_B2_3 Objective objective event_testing.objective_tuning  
2306 object_stereoFloorHIGH2x1_01 GameObject object objects.game_object  
2307 staticCommodity_Sit StaticCommodity scommodity statistics.static_commodity  
231D baby_Social_ShowOff SocialSuperInteraction interaction interactions.social.social_super_interaction  
231E sim_Mischief PieMenuCategory pie_menu_category interactions.pie_menu_category  
232A baby_Picker_ShowOff SimPickerInteraction interaction interactions.base.picker_interaction  
2374 PlantStatusAggregate_1_Neutral CommodityBasedObjectStateValue object_state objects.components.state  
2378 al_WoodworkingTable_Furniture_Actions AffordanceList snippet snippets  
2379 al_WoodworkingTable_Sculpture_Actions AffordanceList snippet snippets  
237A object_ShowerTub GameObject object objects.game_object  
237B recipe_Woodwork_Sculpture1 Recipe recipe crafting.recipe  
237C part_BathTub_all ObjectPart object_part objects.part  
237E phaseSimple_Woodwork_StartSculptureSmall SimplePhase recipe crafting.recipe  
237F mixer_WoodworkingTable_EmotionResponse CraftingStepInteraction interaction crafting.crafting_interactions  
2380 woodworkingTable_StartCrafting_Sculpture StartCraftingSuperInteraction interaction crafting.crafting_interactions  
2386 trait_WalkStyleDefault Trait trait traits.traits  
2387 trait_WalkStylePerky Trait trait traits.traits  
2388 trait_WalkStyleSnooty Trait trait traits.traits  
238A buff_Voodoo_Backfire_bad Buff buff buffs.buff  
238B mentor_WorkoutMachine SuperInteraction interaction interactions.base.super_interaction  
238C TVChannel_Cooking VideoChannel object_state objects.components.state  
238D TVChannel_Kids VideoChannel object_state objects.components.state  
238E TVChannel_News VideoChannel object_state objects.components.state  
238F TVChannel_Action VideoChannel object_state objects.components.state  
2390 TVChannel_Fireplace VideoChannel object_state objects.components.state  
2392 Voodoo_Backfire_bad LootActions action interactions.utils.loot  
2393 tv_WatchAction WatchSuperInteraction interaction objects.electronics.television  
2394 tv_WatchCooking WatchSuperInteraction interaction objects.electronics.television  
2395 tv_WatchFireplace WatchSuperInteraction interaction objects.electronics.television  
2396 tv_WatchKids WatchSuperInteraction interaction objects.electronics.television  
2397 tv_WatchNews WatchSuperInteraction interaction objects.electronics.television  
239C mixer_TV_WatchKids MixerInteraction interaction interactions.base.mixer_interaction  
23A2 buff_Voodoo_Backfire_sad Buff buff buffs.buff  
23A3 Canonical_Violin AnimationElement animation animation.animation_element  
23A5 watch-sports2 MixerInteraction interaction interactions.base.mixer_interaction  
23A6 Voodoo_Backfire_sad LootActions action interactions.utils.loot  
23B2 watch-sports3 MixerInteraction interaction interactions.base.mixer_interaction  
23B7 group_ShowBaby SocialGroup social_group socials.group  
23B8 baby_Social_ShowOff_Target SocialSuperInteraction interaction interactions.social.social_super_interaction  
23BD mixer_Baby_ShowOff SocialMixerInteraction interaction interactions.social.social_mixer_interaction  
23C4 mentor_Chess SuperInteraction interaction interactions.base.super_interaction  
23C8 topic_TVPassive Topic topic topics.topic  
23C9 loot_Topic_TVPassive LootActions action interactions.utils.loot  
23CA loot_RemoveTopic_TVPassive LootActions action interactions.utils.loot  
23CB Buff_Mentoree_WorkoutMachine Buff buff buffs.buff  
23CF Buff_Mentoree_Treadmill Buff buff buffs.buff  
23D2 StaticCommodity_ServiceNpcNoMoreWork StaticCommodity scommodity statistics.static_commodity  
23D3 Buff_Mentoree_PunchingBag Buff buff buffs.buff  
23E9 goal_TopCake SituationGoalObjectInteraction situation_goal situations.situation_goal_object_interaction  
23EF aspiration_Food_B1 Aspiration aspiration aspirations.aspiration_tuning  
23F0 aspiration_Food_B2 Aspiration aspiration aspirations.aspiration_tuning  
23F1 aspiration_Food_A1 Aspiration aspiration aspirations.aspiration_tuning  
23F2 aspiration_Food_A2 Aspiration aspiration aspirations.aspiration_tuning  
23FA Book_Homework_Child-Creative SuperInteraction interaction interactions.base.super_interaction  
23FB Book_Homework_Child-Logic SuperInteraction interaction interactions.base.super_interaction  
23FC Book_Homework_Child-Social SuperInteraction interaction interactions.base.super_interaction  
23FD Book_Homework_Child-Motor SuperInteraction interaction interactions.base.super_interaction  
2407 job_chef_gastropub SituationJob situation_job situations.situation_job  
2408 filter_chef_notBusy TunableSimFilter sim_filter filters.tunable  
240E SleepMixer_Dream MixerInteraction interaction interactions.base.mixer_interaction  
240F career_Adult_Culinary Career career careers.career_tuning  
2411 Culinary_Track1 TunableCareerTrack career_track careers.career_tuning  
2412 SleepDreams_Thought BalloonCategory balloon balloon.balloon_category  
2415 career_Culinary_Level1 CareerLevel career_level careers.career_tuning  
2416 career_Culinary_Level2 CareerLevel career_level careers.career_tuning  
2417 career_Culinary_Level3 CareerLevel career_level careers.career_tuning  
2418 career_Culinary_Level4 CareerLevel career_level careers.career_tuning  
2419 career_Culinary_Level5 CareerLevel career_level careers.career_tuning  
241D Gardening_Revive_Generic SuperInteraction interaction interactions.base.super_interaction  
2423 loot_Buff_FoodBuffs LootActions action interactions.utils.loot  
2424 death_Anger DeathSuperInteraction interaction interactions.utils.death_interactions  
2438 buff_Sim_IsDrinking Buff buff buffs.buff  
2439 buff_Sim_IsEating Buff buff buffs.buff  
243F venue_generic Venue venue venues.venue_tuning  
2442 Track_Food_B AspirationTrack aspiration_track aspirations.aspiration_tuning  
2443 Track_Food_A AspirationTrack aspiration_track aspirations.aspiration_tuning  
2448 Loot_Buff_FeelingConfident LootActions action interactions.utils.loot  
2449 Buff_Trait_FeelingConfident Buff buff buffs.buff  
244B Idle_Trait_Genius MixerInteraction interaction interactions.base.mixer_interaction  
244C Loot_Buff_FeelingFocused LootActions action interactions.utils.loot  
244D trait_WalkStyleSwagger Trait trait traits.traits  
244E Buff_Trait_FeelingFocused Buff buff buffs.buff  
2451 death_Laughter DeathSuperInteraction interaction interactions.utils.death_interactions  
2453 Loot_Buff_FeelingInspired LootActions action interactions.utils.loot  
2454 Buff_Trait_FeelingInspired Buff buff buffs.buff  
2456 Buff_Trait_Romantic Buff buff buffs.buff  
2457 Idle_Trait_Romantic MixerInteraction interaction interactions.base.mixer_interaction  
2458 Loot_Buff_FeelingFlirty LootActions action interactions.utils.loot  
2459 Buff_Trait_FeelingFlirty Buff buff buffs.buff  
245E siCrafting_WoodWorkingTable_CreateSculpture CraftingPhaseCreateObjectInSlotSuperInteraction interaction crafting.crafting_interactions  
2461 rename_Dollhouse RenameImmediateInteraction interaction objects.base_interactions  
2464 death_ElderExhaustion DeathSuperInteraction interaction interactions.utils.death_interactions  
2465 loot_Death_ElderExhaustion_Periodic LootActions action interactions.utils.loot  
246A trait_Cheerful Trait trait traits.traits  
246B Buff_Trait_FeelingHappy Buff buff buffs.buff  
246C Buff_Trait_Cheerful Buff buff buffs.buff  
246D Idle_Trait_Cheerful MixerInteraction interaction interactions.base.mixer_interaction  
246E Loot_Buff_FeelingHappy LootActions action interactions.utils.loot  
2470 Buff_Trait_Active Buff buff buffs.buff  
2471 Idle_Trait_Active MixerInteraction interaction interactions.base.mixer_interaction  
2472 Loot_Buff_FeelingEnergized LootActions action interactions.utils.loot  
2473 Buff_Trait_FeelingEnergized Buff buff buffs.buff  
2474 trait_Gloomy Trait trait traits.traits  
2475 Buff_Trait_Gloomy Buff buff buffs.buff  
2476 Idle_Trait_Gloomy MixerInteraction interaction interactions.base.mixer_interaction  
2477 Loot_Buff_FeelingSad LootActions action interactions.utils.loot  
2478 Buff_Trait_FeelingSad Buff buff buffs.buff  
2479 trait_Goofball Trait trait traits.traits  
247A Buff_Trait_Goofball Buff buff buffs.buff  
247B Idle_Trait_Goofball MixerInteraction interaction interactions.base.mixer_interaction  
247C Loot_Buff_FeelingPlayful LootActions action interactions.utils.loot  
247D Buff_Trait_FeelingPlayful Buff buff buffs.buff  
2480 objective_Asp_Love_A1_1 Objective objective event_testing.objective_tuning  
248A objective_Asp_Love_A2_2 Objective objective event_testing.objective_tuning  
248D objective_Asp_Love_B2_1 Objective objective event_testing.objective_tuning  
248E objective_Asp_Love_B2_2 Objective objective event_testing.objective_tuning  
2493 job_wedding_betrothed SituationJob situation_job situations.situation_job  
2494 si_Generic_Watch SuperInteraction interaction interactions.base.super_interaction  
2495 role_wedding_BetrothedCeremony RoleState role_state role.role_state  
2496 role_wedding_BetrothedGather RoleState role_state role.role_state  
2497 role_wedding_BethrothedReception RoleState role_state role.role_state  
2498 buff_Wedding_BetrothedCeremony Buff buff buffs.buff  
2499 buff_Wedding_BetrothedGather Buff buff buffs.buff  
249A buff_Wedding_BetrothedReception Buff buff buffs.buff  
24A0 dollhouse_Picker_AskForRepair SimPickerInteraction interaction interactions.base.picker_interaction  
24AE DollHouse_AskForRepair SuperInteraction interaction interactions.base.super_interaction  
24E8 buff_Death_ElderExhaustion_Warning Buff buff buffs.buff  
24EA Commodity_Death_ElderExhaustion_Tracker Commodity statistic statistics.commodity  
24EB Commodity_Death_ElderExhaustion Commodity statistic statistics.commodity  
24ED DeathWarning_ElderExhaustion SuperInteraction interaction interactions.base.super_interaction  
24EE loot_Death_ElderExhaustion_Warning LootActions action interactions.utils.loot  
24F3 aspiration_Love_A1 Aspiration aspiration aspirations.aspiration_tuning  
24F8 aspiration_Love_B2 Aspiration aspiration aspirations.aspiration_tuning  
24F9 aspiration_Love_A2 Aspiration aspiration aspirations.aspiration_tuning  
24FD Track_Love_A AspirationTrack aspiration_track aspirations.aspiration_tuning  
250C walker_Job_DesertOasis SituationJob situation_job situations.situation_job  
250D walker_Job_GardenDistrict SituationJob situation_job situations.situation_job  
250E walker_Job_Windenbourg SituationJob situation_job situations.situation_job  
2511 filter_Walker_GardenDistrict TunableSimFilter sim_filter filters.tunable  
251E object_collectible_rock_small GameObject object objects.game_object  
2522 object_collectible_rock_medium GameObject object objects.game_object  
2523 object_collectible_rock_large GameObject object objects.game_object  
2529 buff_Object_CardGameFocused Buff buff buffs.buff  
253C Gardening_Revive_Cowplant SuperInteraction interaction interactions.base.super_interaction  
2545 career_Teen_HighSchool Career career careers.career_tuning  
2546 si_Career_HighSchool CareerSuperInteraction interaction careers.career_interactions  
254A HighSchool_Track TunableCareerTrack career_track careers.career_tuning  
254C career_HighSchool_LevelA CareerLevel career_level careers.career_tuning  
254D career_HighSchool_LevelB CareerLevel career_level careers.career_tuning  
254E career_HighSchool_LevelC CareerLevel career_level careers.career_tuning  
254F career_HighSchool_LevelD CareerLevel career_level careers.career_tuning  
2550 career_HighSchool_LevelF CareerLevel career_level careers.career_tuning  
2551 mentor_Guitar SuperInteraction interaction interactions.base.super_interaction  
2554 Cowplant_Revive_False ObjectStateValue object_state objects.components.state  
2555 Cowplant_Revive_True ObjectStateValue object_state objects.components.state  
2556 Cowplant_Revive ObjectState object_state objects.components.state  
2557 Computer_Write_Mouse CraftingStepInteraction interaction crafting.crafting_interactions  
2559 Computer_Write_Read CraftingStepInteraction interaction crafting.crafting_interactions  
255B mentor_Piano SuperInteraction interaction interactions.base.super_interaction  
255C mentor_Violin SuperInteraction interaction interactions.base.super_interaction  
2564 loot_CardGame_Win LootActions action interactions.utils.loot  
2565 loot_CardGame_Lose LootActions action interactions.utils.loot  
2567 listen_Learn_Mixer_Listen MixerInteraction interaction interactions.base.mixer_interaction  
2568 Buff_Object_CardGameWin1 Buff buff buffs.buff  
2569 listen_Learn_Mixer_View MixerInteraction interaction interactions.base.mixer_interaction  
256C Buff_Object_CardGameLose1 Buff buff buffs.buff  
256D Buff_Object_CardGameLose2 Buff buff buffs.buff  
256E Buff_Object_CardGameLose3 Buff buff buffs.buff  
256F Buff_Object_CardGameWin2 Buff buff buffs.buff  
2571 loot_CardGame_Playing LootActions action interactions.utils.loot  
257F trait_Lazy Trait trait traits.traits  
2580 Buff_Trait_Lazy Buff buff buffs.buff  
2581 Idle_Trait_Lazy MixerInteraction interaction interactions.base.mixer_interaction  
2582 trait_Loner Trait trait traits.traits  
